Month,Publisher,Segment,Revenue,Network ,Platform
2018-03,ShareThis US,eXelate Intent - CPG - Paper and Plastic Products - Food Storage Bags, 3.27 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Health and Beauty - Cough and Cold Relief, 1.30 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Snack Desserts - Salty Snacks, 6.22 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Health Food, 4.05 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Soup Buyers, 2.06 ,,
2018-03,ShareThis US,"eXelate Intent - CPG - Ice Cream, Novelties and Sherbet", 0.98 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Spices and Seasonings, 3.87 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Natural and Organics, 1.17 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Salad Dressings, 0.91 ,,
2018-03,ShareThis US,eXelate Intent - Services - Finance and Insurance - Motorcycle Insurance, 0.56 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Acura - ILX, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - allroad, 0.97 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S8, 1.65 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S7, 1.22 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - RS 5, 0.38 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Buick - Verano, 0.14 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - TT RS, 0.87 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - ATS, 0.97 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Buick - Encore, 2.66 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - XTS, 0.68 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Spark, 1.83 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Dodge - Dart, 2.64 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Sonic, 3.65 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Honda - Crosstour, 0.62 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - IS 250, 0.21 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Veloster, 0.13 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - LS 460, 0.16 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mazda - CX5, 0.40 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - RAM - 1500, 1.01 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - LS 600h, 0.21 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - RAM - 2500, 0.75 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - RAM - 3500, 0.45 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Tesla - Model S, 0.74 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Subaru - BRZ, 0.46 ,,
2018-03,ShareThis US,eXelate Intent - Services - Employment Agencies and Services, 6.62 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Printing, Copying and Publishing", 6.41 ,,
2018-03,ShareThis US,eXelate Intent - Finance and Insurance - Auto Intenders, 3.94 ,,
2018-03,ShareThis US,eXelate Intent - Finance and Insurance - Life Insurance, 0.41 ,,
2018-03,ShareThis US,eXelate Intent - Services - Finance and Insurance - Life Insurance, 0.44 ,,
2018-03,ShareThis US,eXelate Intent - Finance and Insurance - Banking - Checking and Savings, 3.89 ,,
2018-03,ShareThis US,eXelate Intent - Finance and Insurance - Mortgages - Mortgage Hyper-Intent, 1.47 ,,
2018-03,ShareThis US,eXelate Intent - Finance and Insurance - Credit Cards - Small Business, 7.76 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Biz , Professional Service - New Business", 5.99 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dish and Dishwasher Detergent, 1.40 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dairy - Kids Yogurt, 1.03 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dairy - Digestive Health Non Yogurt, 0.13 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dairy - Greek Yogurt, 1.13 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dairy - Light Yogurt, 0.21 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dairy - Digestive Health Yogurt, 1.09 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Entertainment and Media - Magazines, 3.34 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - Farmer's, 0.26 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - Allstate, 0.36 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - Progressive, 0.15 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - U.S.A.A., 0.30 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - State Farm, 0.31 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - Geico, 1.72 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Insurance - AAA, 0.09 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Bloomingdales, 6.53 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Neiman Marcus, 1.04 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Macys, 2.38 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Sears, 2.98 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - JCPenney, 6.02 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Nordstrom, 6.68 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Dillard's, 3.04 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Costco, 3.63 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Saks, 0.95 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Lowe's, 8.65 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - BJ's, 4.13 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Bed Bath & Beyond, 10.21 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Burlington, 3.01 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Home Depot, 15.21 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - IKEA, 1.17 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Wal-Mart, 4.62 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Williams-Sonoma, 4.14 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - TJ Maxx, 7.33 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Kohls, 0.53 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Target, 4.25 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Walgreens, 7.28 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Marshalls, 4.35 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Duane Reade, 6.65 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - CVS, 0.36 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Shoprite, 9.41 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Best Buy, 7.19 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Whole Foods, 2.89 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Trader Joes, 3.48 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Wegmans, 5.91 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Food Emporium, 3.97 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - ELR, 0.19 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - SQ5, 0.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Acura - RLX, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - CTS - V, 0.19 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - C-Max, 2.69 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - i3, 0.43 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 4 Series, 0.41 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - SS, 0.15 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q, 0.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX, 0.15 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Jaguar - F-Type, 0.19 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mitsubishi - Mirage, 0.66 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Maserati - Ghibli, 2.40 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Cadenza, 0.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - RAM - ProMaster, 0.59 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Real Estate, Moving, Storage - House and Apartment Selling", 3.18 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Real Estate, Moving, Storage - House and Apartment Buying", 2.86 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - All - Type - Off Road Vehicles - Boats, 1.06 ,,
2018-03,ShareThis US,eXelate Intent - Tickets - Online Purchase, 16.01 ,,
2018-03,ShareThis US,eXelate Intent - Services - Personal Services and Care - Dating, 7.06 ,,
2018-03,ShareThis US,eXelate Intent - Tickets - Online Purchase - Sports, 15.91 ,,
2018-03,ShareThis US,eXelate Intent - Tickets - Online Purchase - Concerts, 2.59 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Parts and Service, 1.35 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Used Car, 0.59 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Barnes and Noble, 1.47 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Chicos, 0.80 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - BH Photo Video, 3.22 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Foot Locker, 1.48 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Buy Buy Baby, 1.47 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Forever 21, 4.60 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Davids Bridal, 1.67 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Charlotte Russe, 0.09 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Dicks Sporting Goods, 1.83 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Gap, 0.56 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Lands End, 1.05 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Restoration Hardware, 0.68 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - LL Bean, 7.23 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Staples, 3.00 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Victorias Secret, 1.34 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - Office Depot, 3.33 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Brands - J.Crew, 3.78 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Real Estate, Moving, Storage - House and Apartment Buying - HyperIntent", 2.82 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Real Estate, Moving, Storage - House and Apartment Rentals - HyperIntent", 2.85 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - Versa Note, 1.60 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Forte 5 Door, 0.07 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - K900, 0.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Soul EV, 0.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX30, 0.56 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Forte Koup, 0.07 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX60, 0.53 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX70, 1.96 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q40, 0.64 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q70L, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX50, 0.52 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q50, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q60 Coupe, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q70h, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX80, 0.54 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q60 Convertible, 0.39 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - Q70, 0.52 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Acura - TLX, 1.02 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - RS Q3, 0.16 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - Q3, 0.12 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Bentley - Continental GT V8, 1.02 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S3, 0.49 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Bentley - Flying Spur, 1.10 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Bentley - Continental GT Speed, 1.27 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Bentley - Continental GT V8 S, 1.11 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 2 Series, 0.99 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - X3, 0.76 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - M4, 0.77 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - i8, 0.20 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 3 Series Gran Turismo, 0.20 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Buick - Envision, 0.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - CTS Sedan, 0.09 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - CTS V Coupe, 0.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Captiva Sport Fleet, 0.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Silverado 2500HD, 0.42 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Trax, 0.65 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Silverado 3500HD, 0.68 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ferrari - California T, 0.16 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Transit Connect Wagon, 0.68 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Super Duty - F-250 SRW, 0.84 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Super Duty - F-350 SRW, 1.10 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Super Duty - F-350 DRW, 2.79 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Super Duty - F-450 DRW, 0.96 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Honda - HR-V, 0.83 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Jeep - Renegade, 1.33 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Jeep - Cherokee, 0.20 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Land Rover - Discovery Sport, 0.12 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - NX 200t, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - NX 300h, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - RC 350, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - RC F, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lincoln - MKC, 0.52 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - LS 600h L, 0.09 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - GLE, 0.11 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Maserati - GranTurismo Convertible, 1.24 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - GLA-Class, 0.49 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - CLA-Class, 0.12 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Hardtop, 0.37 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Hardtop 4 Door, 2.39 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Coupe, 0.53 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Paceman, 0.30 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Convertible, 0.49 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - Macan, 0.84 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - RAM - ProMaster City Wagon, 0.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - 918 Spyder, 0.20 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Subaru - WRX, 2.85 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Subaru - WRX STI, 0.39 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Tesla - Model X, 0.27 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Prius C, 0.35 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Prius V, 1.81 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Prius Plug-In, 0.35 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Alltrack, 0.62 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Beetle Convertible, 0.71 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Volvo - V60 Cross Country, 0.25 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Vauxhall, 1.87 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Video Games - PS4, 0.58 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Auto, 2.32 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baby - Baby Food, 3.60 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baby - Baby Formula, 1.69 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baby - Disposable Diapers and Training Pants, 3.58 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Consumer Electronics - Batteries, 1.03 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread, 4.92 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Arnold Brands, 4.44 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Brownberry Brands, 3.51 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Kings Hawaiian, 3.04 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Natures Own, 3.91 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Oroweat, 3.75 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Sara Lee, 2.63 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Pepperidge, 4.07 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Thomas Brands, 3.83 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Groceries - Bread - Sunbeam, 3.12 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Betty Crocker, 3.95 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Duncan Hines, 1.93 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Jiffy, 2.92 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Krusteaz, 2.52 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Arm and Hammer, 3.64 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Hershey, 2.87 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Pillsbury, 5.72 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Candy and Gum - Nestle, 1.54 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Breading and Stuffing - Kraft, 3.95 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Candy and Gum - Hershey, 7.04 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Breading and Stuffing - Progresso, 1.86 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Nestle, 4.26 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Pancake Mix, 1.78 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Pie Crusts, 2.19 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Shortening and Oils, 2.29 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Shortening and Oils - Pam, 2.42 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Shortening and Oils - Crisco, 2.71 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Shortening and Oils - Wesson, 2.54 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Sugar, 4.78 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Sugar - Domino, 6.40 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Budweiser, 1.40 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Busch, 0.87 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking - Sugar - Splenda, 2.88 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Coors, 0.87 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Corona, 1.60 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Heineken, 0.97 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Michelob, 1.83 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Miller, 2.51 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Natural Brands, 2.37 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine - Samuel Adams, 1.43 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Bottled Water - Aquafina, 1.29 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Bottled Water - Dasani, 1.10 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Bottled Water - Deer Park, 1.60 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Bottled Water - Nestle Pure Life, 1.43 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Bottled Water - Poland Spring, 1.36 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - 7Up, 0.58 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - A and W, 3.59 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Canada Dry, 2.53 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Coca Cola, 1.51 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Crush, 1.04 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Fanta, 0.85 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Dr Pepper, 1.16 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Pepsi, 3.31 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Mountain Dew, 1.33 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Sprite, 1.14 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Sierra Mist, 0.71 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages - Sunkist, 1.70 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Eight Oclock, 1.89 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Dunkin Donuts, 2.07 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Folgers, 0.91 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Gevalia, 2.09 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Green Mountain, 1.04 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Maxwell, 1.61 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Starbucks, 1.86 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Hot Cocoa, 1.91 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee - Peets Coffee, 3.08 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Juice and non-Carbonated - Shelf Stable Juices and Drinks - Hawaiian Punch, 1.98 ,,
