Year,Quarter,Month,Endpoint,Country,Region,Integration Partner,Sale Type,Branding,Segment Type,Partner Name,Advertiser Name,Buyer Name,Segment Name,Revenue,Segment ID,Vertical Segment Name,Opportunity Owner,Agency Holding Company,Account Name,Opportunity Name,L1,L2,L3,L4,L5,L6
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Early Childhood Education,0.01,1001010289,Jobs & Education > Education > Early Childhood Education,-,-,-,-,Jobs & Education,Education,Early Childhood Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Early Childhood Education,0.01,1001010289,Jobs & Education > Education > Early Childhood Education,-,-,-,-,Jobs & Education,Education,Early Childhood Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Early Childhood Education,0.01,1001010289,Jobs & Education > Education > Early Childhood Education,-,-,-,-,Jobs & Education,Education,Early Childhood Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Early Childhood Education,0.01,1001010289,Jobs & Education > Education > Early Childhood Education,-,-,-,-,Jobs & Education,Education,Early Childhood Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Early Childhood Education,0.01,1001010289,Jobs & Education > Education > Early Childhood Education,-,-,-,-,Jobs & Education,Education,Early Childhood Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Standardized & Admissions Tests,0.01,1001010269,Jobs & Education > Education > Standardized & Admissions Tests,-,-,-,-,Jobs & Education,Education,Standardized & Admissions Tests,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Vocational & Continuing Education,0.01,1001010249,Jobs & Education > Education > Vocational & Continuing Education,-,-,-,-,Jobs & Education,Education,Vocational & Continuing Education,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Law & Government > Public Safety > Emergency Services,0.01,1001010089,Law & Government > Public Safety > Emergency Services,-,-,-,-,Law & Government,Public Safety,Emergency Services,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Ethnic & Identity Groups > Asians & Diaspora,0.01,1001009939,People & Society > Ethnic & Identity Groups > Asians & Diaspora,-,-,-,-,People & Society,Ethnic & Identity Groups,Asians & Diaspora,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Ethnic & Identity Groups > Asians & Diaspora,0.01,1001009939,People & Society > Ethnic & Identity Groups > Asians & Diaspora,-,-,-,-,People & Society,Ethnic & Identity Groups,Asians & Diaspora,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Ethnic & Identity Groups > Asians & Diaspora,0.01,1001009939,People & Society > Ethnic & Identity Groups > Asians & Diaspora,-,-,-,-,People & Society,Ethnic & Identity Groups,Asians & Diaspora,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Ethnic & Identity Groups > Asians & Diaspora,0.01,1001009939,People & Society > Ethnic & Identity Groups > Asians & Diaspora,-,-,-,-,People & Society,Ethnic & Identity Groups,Asians & Diaspora,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Computer Science > Machine Learning & Artificial Intelligence,0.01,1001009599,Science > Computer Science > Machine Learning & Artificial Intelligence,-,-,-,-,Science,Computer Science,Machine Learning & Artificial Intelligence,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Computer Science > Machine Learning & Artificial Intelligence,0.01,1001009599,Science > Computer Science > Machine Learning & Artificial Intelligence,-,-,-,-,Science,Computer Science,Machine Learning & Artificial Intelligence,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Computer Science > Machine Learning & Artificial Intelligence,0.01,1001009599,Science > Computer Science > Machine Learning & Artificial Intelligence,-,-,-,-,Science,Computer Science,Machine Learning & Artificial Intelligence,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Computer Science > Machine Learning & Artificial Intelligence,0.01,1001009599,Science > Computer Science > Machine Learning & Artificial Intelligence,-,-,-,-,Science,Computer Science,Machine Learning & Artificial Intelligence,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Computer Science > Machine Learning & Artificial Intelligence,0.01,1001009599,Science > Computer Science > Machine Learning & Artificial Intelligence,-,-,-,-,Science,Computer Science,Machine Learning & Artificial Intelligence,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Computer Science > Machine Learning & Artificial Intelligence,0.01,1001009599,Science > Computer Science > Machine Learning & Artificial Intelligence,-,-,-,-,Science,Computer Science,Machine Learning & Artificial Intelligence,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Science > Ecology & Environment,0.01,1001009579,Science > Ecology & Environment,-,-,-,-,Science,Ecology & Environment,,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Shopping > Consumer Resources > Coupons & Discount Offers,0.01,1001009459,Shopping > Consumer Resources > Coupons & Discount Offers,-,-,-,-,Shopping,Consumer Resources,Coupons & Discount Offers,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Shopping > Consumer Resources > Coupons & Discount Offers,0.01,1001009459,Shopping > Consumer Resources > Coupons & Discount Offers,-,-,-,-,Shopping,Consumer Resources,Coupons & Discount Offers,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Shopping > Consumer Resources > Coupons & Discount Offers,0.01,1001009459,Shopping > Consumer Resources > Coupons & Discount Offers,-,-,-,-,Shopping,Consumer Resources,Coupons & Discount Offers,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,,N/A,ShareThis > Interest from Social Activity > HP > Vertical > Arts & Crafts,0.01,1003072816,HP > Vertical > Arts & Crafts,Jordyn Deromedi,,Hewlett-Packard,HP_Print Envy_PHD_2018_Q2_Segments,HP,Vertical,Arts & Crafts,,,
2018,Q2,May,Oath,N/A,US,Liveramp,Direct Sales,Branded,Custom,,,N/A,ShareThis > Interest from Social Activity > HP > Custom > HP competitive conquest,0.01,1002851826,HP > Custom > HP competitive conquest,Jordyn Deromedi,,Hewlett-Packard,HP_Print Envy_PHD_2018_Q2_Segments,HP,Custom,HP competitive conquest,,,
2018,Q2,May,Oath,N/A,US,Liveramp,Direct Sales,Branded,Custom,,,N/A,ShareThis > Interest from Social Activity > Amazon > Custom > Freshman Students,0.01,1002688006,Amazon > Custom > Freshman Students,Denise Shipley,Interpublic,Amazon,Amazon_Amazon Student Campaign_Cadreon_2017-2018_Q4-Q1_Segments,Amazon,Custom,Freshman Students,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Appliances,0.01,1001290439,Home & Garden > Home Appliances,-,-,-,-,Home & Garden,Home Appliances,,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Business & Industrial > Small Business,0.01,1001290319,Business & Industrial > Small Business,-,-,-,-,Business & Industrial,Small Business,,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Business & Industrial > Business Finance,0.01,1001290249,Business & Industrial > Business Finance,-,-,-,-,Business & Industrial,Business Finance,,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Arts & Entertainment > Movies > Action & Adventure Films,0.01,1001290069,Arts & Entertainment > Movies > Action & Adventure Films,-,-,-,-,Arts & Entertainment,Movies,Action & Adventure Films,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Pets & Animals > Animal Products & Services > Veterinarians,0.01,1001014499,Pets & Animals > Animal Products & Services > Veterinarians,-,-,-,-,Pets & Animals,Animal Products & Services,Veterinarians,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Marriage,0.01,1001014339,People & Society > Family & Relationships > Marriage,-,-,-,-,People & Society,Family & Relationships,Marriage,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Family,0.01,1001014329,People & Society > Family & Relationships > Family,-,-,-,-,People & Society,Family & Relationships,Family,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > News > Gossip & Tabloid News > Scandals & Investigations,0.01,1001014209,News > Gossip & Tabloid News > Scandals & Investigations,-,-,-,-,News,Gossip & Tabloid News,Scandals & Investigations,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Improvement > Plumbing,0.01,1001013799,Home & Garden > Home Improvement > Plumbing,-,-,-,-,Home & Garden,Home Improvement,Plumbing,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Improvement > House Painting & Finishing,0.01,1001013789,Home & Garden > Home Improvement > House Painting & Finishing,-,-,-,-,Home & Garden,Home Improvement,House Painting & Finishing,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Improvement > Construction & Power Tools,0.01,1001013779,Home & Garden > Home Improvement > Construction & Power Tools,-,-,-,-,Home & Garden,Home Improvement,Construction & Power Tools,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Food & Drink > Food > Snack Foods,0.01,1001013349,Food & Drink > Food > Snack Foods,-,-,-,-,Food & Drink,Food,Snack Foods,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Computers & Electronics > Software > Business & Productivity Software,0.01,1001013049,Computers & Electronics > Software > Business & Productivity Software,-,-,-,-,Computers & Electronics,Software,Business & Productivity Software,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Arts & Entertainment > Visual Art & Design > Art Museums & Galleries,0.01,1001012399,Arts & Entertainment > Visual Art & Design > Art Museums & Galleries,-,-,-,-,Arts & Entertainment,Visual Art & Design,Art Museums & Galleries,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Arts & Entertainment > Music & Audio > Country Music,0.01,1001012269,Arts & Entertainment > Music & Audio > Country Music,-,-,-,-,Arts & Entertainment,Music & Audio,Country Music,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Arts & Entertainment > Music & Audio > Country Music,0.01,1001012269,Arts & Entertainment > Music & Audio > Country Music,-,-,-,-,Arts & Entertainment,Music & Audio,Country Music,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Arts & Entertainment > Music & Audio > Country Music,0.01,1001012269,Arts & Entertainment > Music & Audio > Country Music,-,-,-,-,Arts & Entertainment,Music & Audio,Country Music,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Autos & Vehicles > Hybrid & Alternative Vehicles > Electric & Plug-In Vehicles,0.01,1001011799,Autos & Vehicles > Hybrid & Alternative Vehicles > Electric & Plug-In Vehicles,-,-,-,-,Autos & Vehicles,Hybrid & Alternative Vehicles,Electric & Plug-In Vehicles,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Health > Health Conditions,0.01,1001010769,Health > Health Conditions,-,-,-,-,Health,Health Conditions,,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Improvement > Flooring,0.01,1001010469,Home & Garden > Home Improvement > Flooring,-,-,-,-,Home & Garden,Home Improvement,Flooring,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Improvement > Locks & Locksmiths,0.01,1001010459,Home & Garden > Home Improvement > Locks & Locksmiths,-,-,-,-,Home & Garden,Home Improvement,Locks & Locksmiths,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Home & Garden > Home Improvement > Roofing,0.01,1001010449,Home & Garden > Home Improvement > Roofing,-,-,-,-,Home & Garden,Home Improvement,Roofing,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Law & Government > Public Safety > Emergency Services,0.01,1001010089,Law & Government > Public Safety > Emergency Services,-,-,-,-,Law & Government,Public Safety,Emergency Services,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Law & Government > Public Safety > Emergency Services,0.01,1001010089,Law & Government > Public Safety > Emergency Services,-,-,-,-,Law & Government,Public Safety,Emergency Services,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Ethnic & Identity Groups > Asians & Diaspora,0.01,1001009939,People & Society > Ethnic & Identity Groups > Asians & Diaspora,-,-,-,-,People & Society,Ethnic & Identity Groups,Asians & Diaspora,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Shopping > Consumer Resources > Coupons & Discount Offers,0.01,1001009459,Shopping > Consumer Resources > Coupons & Discount Offers,-,-,-,-,Shopping,Consumer Resources,Coupons & Discount Offers,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Shopping > Consumer Resources > Coupons & Discount Offers,0.01,1001009459,Shopping > Consumer Resources > Coupons & Discount Offers,-,-,-,-,Shopping,Consumer Resources,Coupons & Discount Offers,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Travel > Specialty Travel > Adventure Travel,0.01,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Business & Industrial > Small Business,0.02,1001290319,Business & Industrial > Small Business,-,-,-,-,Business & Industrial,Small Business,,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Autos & Vehicles > Vehicle Brands > Bentley,0.02,1001290169,Autos & Vehicles > Vehicle Brands > Bentley,-,-,-,-,Autos & Vehicles,Vehicle Brands,Bentley,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Marriage,0.02,1001014339,People & Society > Family & Relationships > Marriage,-,-,-,-,People & Society,Family & Relationships,Marriage,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Marriage,0.02,1001014339,People & Society > Family & Relationships > Marriage,-,-,-,-,People & Society,Family & Relationships,Marriage,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Marriage,0.02,1001014339,People & Society > Family & Relationships > Marriage,-,-,-,-,People & Society,Family & Relationships,Marriage,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Marriage,0.02,1001014339,People & Society > Family & Relationships > Marriage,-,-,-,-,People & Society,Family & Relationships,Marriage,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Marriage,0.02,1001014339,People & Society > Family & Relationships > Marriage,-,-,-,-,People & Society,Family & Relationships,Marriage,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Family,0.02,1001014329,People & Society > Family & Relationships > Family,-,-,-,-,People & Society,Family & Relationships,Family,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > People & Society > Family & Relationships > Family,0.02,1001014329,People & Society > Family & Relationships > Family,-,-,-,-,People & Society,Family & Relationships,Family,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > News > Gossip & Tabloid News > Scandals & Investigations,0.02,1001014209,News > Gossip & Tabloid News > Scandals & Investigations,-,-,-,-,News,Gossip & Tabloid News,Scandals & Investigations,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Training & Certification,0.02,1001013999,Jobs & Education > Education > Training & Certification,-,-,-,-,Jobs & Education,Education,Training & Certification,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Training & Certification,0.02,1001013999,Jobs & Education > Education > Training & Certification,-,-,-,-,Jobs & Education,Education,Training & Certification,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Training & Certification,0.02,1001013999,Jobs & Education > Education > Training & Certification,-,-,-,-,Jobs & Education,Education,Training & Certification,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Training & Certification,0.02,1001013999,Jobs & Education > Education > Training & Certification,-,-,-,-,Jobs & Education,Education,Training & Certification,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Study Abroad,0.02,1001013989,Jobs & Education > Education > Study Abroad,-,-,-,-,Jobs & Education,Education,Study Abroad,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Study Abroad,0.02,1001013989,Jobs & Education > Education > Study Abroad,-,-,-,-,Jobs & Education,Education,Study Abroad,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Study Abroad,0.02,1001013989,Jobs & Education > Education > Study Abroad,-,-,-,-,Jobs & Education,Education,Study Abroad,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Study Abroad,0.02,1001013989,Jobs & Education > Education > Study Abroad,-,-,-,-,Jobs & Education,Education,Study Abroad,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Homeschooling,0.02,1001013969,Jobs & Education > Education > Homeschooling,-,-,-,-,Jobs & Education,Education,Homeschooling,,,
2018,Q2,May,Oath,N/A,US,Liveramp,BD,Branded,Vertical,,,N/A,ShareThis_US > Jobs & Education > Education > Homeschooling,0.02,1001013969,Jobs & Education > Education > Homeschooling,-,-,-,-,Jobs & Education,Education,Homeschooling,,,
